Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,PACIFIC HERITAGE ACADEMY,4900159,2015,Total enrollment,,4,,19,52,163,16,121,25,400,56,0,133
UT,UTAH VIRTUAL ACADEMY,4900130,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH VIRTUAL ACADEMY,4900130,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH VIRTUAL ACADEMY,4900130,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH VIRTUAL ACADEMY,4900130,2015,Total enrollment,,40,,22,49,202,58,2122,43,2536,314,28,4
UT,HAWTHORN ACADEMY,4900137,2015,Allegations - basis of disability,1,,,,,,,,,,,,
UT,HAWTHORN ACADEMY,4900137,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,2,0,0
UT,HAWTHORN ACADEMY,4900137,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,2,0,0,0,2,2,0,0
UT,HAWTHORN ACADEMY,4900137,2015,Total enrollment,,9,,89,23,215,14,1079,38,1467,172,0,24
UT,LEGACY PREPARATORY ACADEMY,4900045,2011,Allegations - basis of disability,5,,,,,,,,,,,,
UT,LEGACY PREPARATORY ACADEMY,4900045,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,4,0,0,16,7,27,7,4,0
UT,LEGACY PREPARATORY ACADEMY,4900045,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,2,0,0,7,4,13,4,4,0
UT,LEGACY PREPARATORY ACADEMY,4900045,2011,Total enrollment,,0,,13,22,40,7,898,28,1008,98,19,4
UT,FREEDOM ACADEMY,4900062,2011,Allegations - basis of disability,4,,,,,,,,,,,,
UT,FREEDOM ACADEMY,4900062,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,2,0,2,0,4,0,0,0
UT,FREEDOM ACADEMY,4900062,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,4,0,4,4,0,0
UT,FREEDOM ACADEMY,4900062,2011,Total enrollment,,4,,25,19,145,4,493,4,694,71,16,61
UT,CS LEWIS ACADEMY,4900074,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CS LEWIS ACADEMY,4900074,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CS LEWIS ACADEMY,4900074,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CS LEWIS ACADEMY,4900074,2011,Total enrollment,,0,,0,0,43,4,412,0,459,38,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2011,Total enrollment,,6,,8,4,99,10,246,8,381,375,0,15
UT,ROCKWELL CHARTER HIGH SCHOOL,4900125,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ROCKWELL CHARTER HIGH SCHOOL,4900125,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ROCKWELL CHARTER HIGH SCHOOL,4900125,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ROCKWELL CHARTER HIGH SCHOOL,4900125,2011,Total enrollment,,4,,7,7,0,2,550,25,595,98,0,0
UT,QUAIL RUN PRIMARY SCHOOL,4900143,2011,Allegations - basis of disability,1,,,,,,,,,,,,
UT,QUAIL RUN PRIMARY SCHOOL,4900143,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,QUAIL RUN PRIMARY SCHOOL,4900143,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,QUAIL RUN PRIMARY SCHOOL,4900143,2011,Total enrollment,,19,,22,67,43,13,220,0,384,71,10,31
UT,Endeavor Hall,9999064,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,Endeavor Hall,9999064,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,Endeavor Hall,9999064,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,Endeavor Hall,9999064,2011,Total enrollment,,0,,4,22,73,7,169,28,303,29,2,25
UT,OPEN HIGH SCHOOL OF UTAH,4900138,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,OPEN HIGH SCHOOL OF UTAH,4900138,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,OPEN HIGH SCHOOL OF UTAH,4900138,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,OPEN HIGH SCHOOL OF UTAH,4900138,2011,Total enrollment,,0,,2,2,4,4,292,34,338,32,28,0
UT,LAKEVIEW ACADEMY,4900043,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LAKEVIEW ACADEMY,4900043,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LAKEVIEW ACADEMY,4900043,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LAKEVIEW ACADEMY,4900043,2015,Total enrollment,,7,,19,16,67,19,835,34,997,80,13,28
UT,ALPINE DISTRICT,4900030,2015,Allegations - basis of disability,18,,,,,,,,,,,,
UT,ALPINE DISTRICT,4900030,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,2,0,2,0,4,0,0,0
UT,ALPINE DISTRICT,4900030,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,ALPINE DISTRICT,4900030,2015,Total enrollment,,306,,581,809,7492,550,57428,2241,69407,7143,824,2723
UT,EAST HOLLYWOOD HIGH,4900036,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,EAST HOLLYWOOD HIGH,4900036,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,EAST HOLLYWOOD HIGH,4900036,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,EAST HOLLYWOOD HIGH,4900036,2015,Total enrollment,,4,,4,4,67,7,250,7,343,47,13,7
UT,TERRA ACADEMY,4900179,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,TERRA ACADEMY,4900179,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TERRA ACADEMY,4900179,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TERRA ACADEMY,4900179,2015,Total enrollment,,2,,5,4,31,2,589,16,649,68,0,0
UT,JORDAN DISTRICT,4900420,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,JORDAN DISTRICT,4900420,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JORDAN DISTRICT,4900420,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JORDAN DISTRICT,4900420,2015,Total enrollment,,187,,774,840,7473,504,41132,2006,52916,6010,115,2357
UT,ITINERIS EARLY COLLEGE HIGH,4900067,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ITINERIS EARLY COLLEGE HIGH,4900067,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ITINERIS EARLY COLLEGE HIGH,4900067,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ITINERIS EARLY COLLEGE HIGH,4900067,2015,Total enrollment,,0,,43,16,61,2,271,16,409,7,7,0
UT,RICH DISTRICT,4900840,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,RICH DISTRICT,4900840,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,RICH DISTRICT,4900840,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,RICH DISTRICT,4900840,2015,Total enrollment,,0,,0,0,25,0,464,10,499,86,6,10
UT,WEBER DISTRICT,4901200,2015,Allegations - basis of disability,24,,,,,,,,,,,,
UT,WEBER DISTRICT,4901200,2015,Disciplined for harassment or bullying on basis of disability,,0,,2,0,2,2,23,2,31,0,0,0
UT,WEBER DISTRICT,4901200,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,2,2,27,0,31,4,0,0
UT,WEBER DISTRICT,4901200,2015,Total enrollment,,176,,306,211,3805,285,25810,831,31424,4748,694,861
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2015,Total enrollment,,4,,7,10,139,22,208,13,403,38,10,13
UT,NAVIGATOR POINTE ACADEMY,4900034,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NAVIGATOR POINTE ACADEMY,4900034,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NAVIGATOR POINTE ACADEMY,4900034,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NAVIGATOR POINTE ACADEMY,4900034,2013,Total enrollment,,0,,10,7,40,2,430,25,514,68,4,0
UT,PARK CITY DISTRICT,4900750,2013,Allegations - basis of disability,2,,,,,,,,,,,,
UT,PARK CITY DISTRICT,4900750,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,4,0,4,4,0,0
UT,PARK CITY DISTRICT,4900750,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,4,0,4,4,0,0
UT,PARK CITY DISTRICT,4900750,2013,Total enrollment,,2,,78,23,986,20,3653,88,4850,447,122,514
UT,GEORGE WASHINGTON ACADEMY,4900046,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,GEORGE WASHINGTON ACADEMY,4900046,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GEORGE WASHINGTON ACADEMY,4900046,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,GEORGE WASHINGTON ACADEMY,4900046,2013,Total enrollment,,4,,19,10,58,7,868,55,1021,86,2,0
UT,WASATCH DISTRICT,4901110,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WASATCH DISTRICT,4901110,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASATCH DISTRICT,4901110,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASATCH DISTRICT,4901110,2013,Total enrollment,,16,,38,12,969,24,4820,46,5925,806,11,424
UT,KARL G MAESER PREPARATORY ACADEMY,4900056,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,KARL G MAESER PREPARATORY ACADEMY,4900056,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,KARL G MAESER PREPARATORY ACADEMY,4900056,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,KARL G MAESER PREPARATORY ACADEMY,4900056,2013,Total enrollment,,7,,46,4,58,5,517,0,637,41,16,4
UT,EDITH BOWEN LABORATORY SCHOOL,4900070,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,EDITH BOWEN LABORATORY SCHOOL,4900070,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,EDITH BOWEN LABORATORY SCHOOL,4900070,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,EDITH BOWEN LABORATORY SCHOOL,4900070,2013,Total enrollment,,4,,10,4,28,4,250,7,307,56,0,7
UT,CACHE DISTRICT,4900120,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CACHE DISTRICT,4900120,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,4900120,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,4900120,2013,Total enrollment,,4,,108,86,1391,112,14411,289,16401,2437,124,526
UT,JEFFERSON ACADEMY,4900139,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,JEFFERSON ACADEMY,4900139,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JEFFERSON ACADEMY,4900139,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JEFFERSON ACADEMY,4900139,2013,Total enrollment,,7,,22,5,25,10,682,19,770,80,19,4
UT,UINTAH RIVER HIGH,4900013,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UINTAH RIVER HIGH,4900013,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UINTAH RIVER HIGH,4900013,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UINTAH RIVER HIGH,4900013,2013,Total enrollment,,52,,0,0,2,0,19,2,75,14,0,0
UT,VALLEY ACADEMY,4900158,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,VALLEY ACADEMY,4900158,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VALLEY ACADEMY,4900158,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VALLEY ACADEMY,4900158,2013,Total enrollment,,0,,4,4,34,4,370,4,420,56,0,0
UT,SUCCESS ACADEMY,4900037,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SUCCESS ACADEMY,4900037,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SUCCESS ACADEMY,4900037,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SUCCESS ACADEMY,4900037,2013,Total enrollment,,0,,4,4,25,2,334,4,373,2,2,0
UT,MONTICELLO ACADEMY,4900049,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MONTICELLO ACADEMY,4900049,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MONTICELLO ACADEMY,4900049,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MONTICELLO ACADEMY,4900049,2013,Total enrollment,,4,,34,64,187,10,424,34,757,59,10,103
UT,RICH DISTRICT,4900840,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,RICH DISTRICT,4900840,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,RICH DISTRICT,4900840,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,RICH DISTRICT,4900840,2013,Total enrollment,,8,,0,0,20,0,457,10,495,74,2,10
UT,KANE DISTRICT,4900480,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,KANE DISTRICT,4900480,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,KANE DISTRICT,4900480,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,KANE DISTRICT,4900480,2013,Total enrollment,,22,,6,0,55,4,1150,15,1252,187,0,14
UT,WEBER DISTRICT,4901200,2013,Allegations - basis of disability,14,,,,,,,,,,,,
UT,WEBER DISTRICT,4901200,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,2,2,4,13,0,21,0,0,0
UT,WEBER DISTRICT,4901200,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,2,0,0,17,0,19,4,0,0
UT,WEBER DISTRICT,4901200,2013,Total enrollment,,176,,366,194,3854,271,25745,796,31402,4655,645,921
UT,SALT LAKE DISTRICT,4900870,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SALT LAKE DISTRICT,4900870,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE DISTRICT,4900870,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE DISTRICT,4900870,2013,Total enrollment,,286,,1069,1081,10740,1027,10575,927,25705,3642,165,4773
UT,WASHINGTON DISTRICT,4901140,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WASHINGTON DISTRICT,4901140,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASHINGTON DISTRICT,4901140,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WASHINGTON DISTRICT,4901140,2013,Total enrollment,,514,,210,511,3606,273,22618,287,28019,3811,181,1505
UT,OPEN CLASSROOM,4900118,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,OPEN CLASSROOM,4900118,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,OPEN CLASSROOM,4900118,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,OPEN CLASSROOM,4900118,2013,Total enrollment,,0,,0,2,49,10,325,31,417,44,4,16
UT,LIBERTY ACADEMY,4900047,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LIBERTY ACADEMY,4900047,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LIBERTY ACADEMY,4900047,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LIBERTY ACADEMY,4900047,2013,Total enrollment,,0,,0,4,37,4,337,4,386,44,4,13
UT,WEILENMANN SCHOOL OF DISCOVERY,4900145,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,WEILENMANN SCHOOL OF DISCOVERY,4900145,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WEILENMANN SCHOOL OF DISCOVERY,4900145,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,WEILENMANN SCHOOL OF DISCOVERY,4900145,2013,Total enrollment,,0,,19,2,22,4,514,16,577,65,5,2
UT,CANYON RIM ACADEMY,4900071,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CANYON RIM ACADEMY,4900071,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYON RIM ACADEMY,4900071,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYON RIM ACADEMY,4900071,2013,Total enrollment,,4,,4,4,31,4,472,10,529,62,0,0
UT,MERIT COLLEGE PREPARATORY ACADEMY,4900131,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MERIT COLLEGE PREPARATORY ACADEMY,4900131,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MERIT COLLEGE PREPARATORY ACADEMY,4900131,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MERIT COLLEGE PREPARATORY ACADEMY,4900131,2013,Total enrollment,,2,,25,4,46,2,202,4,285,53,4,0
UT,PINNACLE CANYON ACADEMY,4900008,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PINNACLE CANYON ACADEMY,4900008,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PINNACLE CANYON ACADEMY,4900008,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PINNACLE CANYON ACADEMY,4900008,2013,Total enrollment,,4,,10,0,70,7,427,4,522,134,0,0
UT,ARISTOTLE ACADEMY,4900154,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ARISTOTLE ACADEMY,4900154,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ARISTOTLE ACADEMY,4900154,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ARISTOTLE ACADEMY,4900154,2013,Total enrollment,,0,,4,4,25,7,181,0,221,50,0,2
UT,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,4900012,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,4900012,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,4900012,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,4900012,2013,Total enrollment,,4,,2,2,22,4,343,2,379,32,2,0
UT,CANYON GROVE ACADEMY,4900143,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CANYON GROVE ACADEMY,4900143,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYON GROVE ACADEMY,4900143,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYON GROVE ACADEMY,4900143,2013,Total enrollment,,4,,4,22,37,0,355,19,441,56,0,7
UT,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,4900157,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,4900157,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,4900157,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,4900157,2013,Total enrollment,,0,,0,2,19,4,427,13,465,47,0,0
UT,JUAB DISTRICT,4900450,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,JUAB DISTRICT,4900450,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JUAB DISTRICT,4900450,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,JUAB DISTRICT,4900450,2013,Total enrollment,,11,,12,8,80,12,2159,30,2312,331,0,0
UT,EAST HOLLYWOOD HIGH,4900036,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,EAST HOLLYWOOD HIGH,4900036,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
